Hello	UH	hello
dangerous	JJ	dangerous
.	SENT	.
And	CC	and
the	DT	the
long-term	JJ	long-term
impact	NN	impact
of	IN	of
that	WDT	that
is	VBZ	be
that	IN	that
many	JJ	many
of	IN	of
us	PP	us
don	VBP	don
'	''	'
t	NN	t
learn	VB	learn
how	WRB	how
Black	JJ	Black
queer	JJ	queer
people	NNS	people
have	VBP	have
shaped	VBN	shape
history	NN	history
.	SENT	.
People	NNS	people
like	IN	like
Bayard	NP	Bayard
Rustin	NP	Rustin
,	,	,
a	DT	a
gay	JJ	gay
Black	NP	Black
man	NN	man
who	WP	who
organized	VBD	organize
the	DT	the
March	NP	March
on	IN	on
Washington	NP	Washington
in	IN	in
1963	CD	@card@
,	,	,
leading	VBG	lead
to	TO	to
the	DT	the
passage	NN	passage
of	IN	of
the	DT	the
Civil	NP	Civil
Rights	NPS	Rights
Act	NP	Act
.	SENT	.
Or	CC	or
Frances	NP	Frances
Thompson	NP	Thompson
,	,	,
a	DT	a
formerly	RB	formerly
enslaved	VBN	enslave
Black	NP	Black
woman	NN	woman
,	,	,
assigned	VBN	assign
male	JJ	male
at	IN	at
birth	NN	birth
,	,	,
whose	WP$	whose
harrowing	VBG	harrow
congressional	JJ	congressional
testimony	NN	testimony
about	IN	about
the	DT	the
Memphis	NP	Memphis
race	NN	race
riots	NNS	riot
of	IN	of
1866	CD	@card@
helped	VBD	help
shape	VB	shape
the	DT	the
course	NN	course
of	IN	of
Reconstruction	NN	reconstruction
and	CC	and
galvanized	JJ	galvanized
support	NN	support
for	IN	for
the	DT	the
14th	JJ	14th
Amendment	NP	Amendment
,	,	,
which	WDT	which
provided	VBD	provide
Black	NP	Black
Americans	NPS	Americans
with	IN	with
citizenship	NN	citizenship
rights	NNS	right
and	CC	and
the	DT	the
promise	NN	promise
of	IN	of
equal	JJ	equal
protection	NN	protection
.	SENT	.
As	IN	as
an	DT	an
effeminate	JJ	effeminate
Black	NP	Black
kid	NN	kid
growing	VBG	grow
up	RP	up
in	IN	in
Louisiana	NP	Louisiana
,	,	,
I	PP	I
was	VBD	be
bullied	VBN	bully
a	DT	a
lot	NN	lot
.	SENT	.
In	IN	in
elementary	JJ	elementary
school	NN	school
,	,	,
the	DT	the
other	JJ	other
kids	NNS	kid
called	VBD	call
me	PP	me
a	DT	a
girl	NN	girl
and	CC	and
I	PP	I
felt	VBD	feel
out	RP	out
of	IN	of
place	NN	place
almost	RB	almost
all	RB	all
the	DT	the
time	NN	time
.	SENT	.
If	IN	if
I	PP	I
had	VBD	have
learned	VBN	learn
in	IN	in
school	NN	school
about	IN	about
the	DT	the
contributions	NNS	contribution
of	IN	of
Black	NP	Black
queer	JJ	queer
people	NNS	people
,	,	,
it	PP	it
would	MD	would
have	VB	have
made	VBN	make
an	DT	an
enormous	JJ	enormous
impact	NN	impact
on	IN	on
my	PP$	my
life	NN	life
.	SENT	.
I	PP	I
think	VBP	think
recovering	VBG	recover
these	DT	these
histories	NNS	history
can	MD	can
save	VB	save
kids	NNS	kid
'	POS	'
lives	NNS	life
.	SENT	.
But	CC	but
after	IN	after
spending	VBG	spend
the	DT	the
last	JJ	last
15	CD	@card@
years	NNS	year
researching	VBG	research
and	CC	and
writing	VBG	write
about	IN	about
these	DT	these
topics	NNS	topic
,	,	,
I	PP	I
would	MD	would
like	VB	like
to	TO	to
make	VB	make
the	DT	the
case	NN	case
that	IN	that
learning	VBG	learn
Black	NP	Black
queer	JJ	queer
history	NN	history
is	VBZ	be
crucial	JJ	crucial
to	TO	to
understanding	VBG	understand
our	PP$	our
shared	JJ	shared
history	NN	history
.	SENT	.
So	IN	so
you	PP	you
'	POS	'
ve	NN	ve
probably	RB	probably
heard	VBD	hear
that	IN	that
the	DT	the
fight	NN	fight
for	IN	for
queer	JJ	queer
liberation	NN	liberation
began	VBD	begin
with	IN	with
the	DT	the
Stonewall	NP	Stonewall
uprising	NN	uprising
.	SENT	.
New	NP	New
York	NP	York
police	NNS	police
raided	VBD	raid
a	DT	a
queer	JJ	queer
bar	NN	bar
in	IN	in
1969	CD	@card@
.	SENT	.
Riots	NNS	riot
followed	VBD	follow
and	CC	and
magically	RB	magically
,	,	,
a	DT	a
celebration	NN	celebration
of	IN	of
pride	NN	pride
was	VBD	be
born	VBN	bear
.	SENT	.
The	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
that	WDT	that
'	POS	'
s	NN	S
not	RB	not
true	JJ	true
.	SENT	.
Queer	JJ	queer
pride	NN	pride
did	VBD	do
not	RB	not
arise	VB	arise
out	RP	out
of	IN	of
nowhere	RB	nowhere
.	SENT	.
There	EX	there
had	VBD	have
to	TO	to
be	VB	be
a	DT	a
foundation	NN	foundation
of	IN	of
self-acceptance	NN	self-acceptance
and	CC	and
solidarity	NN	solidarity
in	IN	in
place	NN	place
already	RB	already
.	SENT	.
And	CC	and
in	IN	in
fact	NN	fact
,	,	,
many	JJ	many
people	NNS	people
had	VBD	have
been	VBN	be
working	VBG	work
for	IN	for
decades	NNS	decade
to	TO	to
build	VB	build
the	DT	the
courageous	JJ	courageous
and	CC	and
confident	JJ	confident
community	NN	community
that	WDT	that
made	VBD	make
Stonewall	NP	Stonewall
,	,	,
pride	NN	pride
and	CC	and
eventually	RB	eventually
,	,	,
marriage	NN	marriage
equality	NN	equality
possible	JJ	possible
.	SENT	.
One	CD	one
of	IN	of
those	DT	those
people	NNS	people
was	VBD	be
William	NP	William
Dorsey	NP	Dorsey
Swann	NP	Swann
,	,	,
the	DT	the
first	JJ	first
drag	NN	drag
queen	NN	queen
.	SENT	.
Swann	NP	Swann
was	VBD	be
born	VBN	bear
into	IN	into
slavery	NN	slavery
in	IN	in
Maryland	NP	Maryland
just	RB	just
before	IN	before
the	DT	the
Civil	NP	Civil
War	NP	War
.	SENT	.
In	IN	in
the	DT	the
1880s	JJ	<unknown>
,	,	,
as	IN	as
a	DT	a
young	JJ	young
adult	NN	adult
,	,	,
he	PP	he
moved	VBD	move
to	TO	to
Washington	NP	Washington
,	,	,
DC	NP	DC
to	TO	to
find	VB	find
work	NN	work
to	TO	to
help	VB	help
support	VB	support
his	PP$	his
parents	NNS	parent
and	CC	and
siblings	NNS	sibling
.	SENT	.
In	IN	in
Washington	NP	Washington
,	,	,
he	PP	he
found	VBD	find
the	DT	the
Emancipation	NN	emancipation
Day	NN	day
parade	NN	parade
,	,	,
an	DT	an
enormous	JJ	enormous
annual	JJ	annual
celebration	NN	celebration
commemorating	VBG	commemorate
the	DT	the
end	NN	end
of	IN	of
slavery	NN	slavery
in	IN	in
the	DT	the
US	NP	US
capitol	NN	Capitol
.	SENT	.
The	DT	the
highlights	NNS	highlight
of	IN	of
the	DT	the
parade	NN	parade
were	VBD	be
called	VBN	call
queens	NNS	queen
:	:	:
Beautiful	JJ	beautiful
,	,	,
crowned	VBN	crown
Black	NP	Black
women	NNS	woman
who	WP	who
personified	VBD	personify
African-Americans	NP	African-Americans
'	POS	'
newfound	JJ	newfound
freedom	NN	freedom
.	SENT	.
The	DT	the
queens	NNS	queen
of	IN	of
Emancipation	NN	emancipation
Day	NN	day
so	RB	so
inspired	VBN	inspire
Swann	NP	Swann
,	,	,
that	WDT	that
he	PP	he
adopted	VBD	adopt
the	DT	the
title	NN	title
"	``	"
queen	NN	queen
"	''	"
for	IN	for
himself	PP	himself
at	IN	at
the	DT	the
secret	JJ	secret
dance	NN	dance
that	IN	that
he	PP	he
and	CC	and
his	PP$	his
friends	NNS	friend
called	VBD	call
"	``	"
a	DT	a
drag	NN	drag
.	SENT	.
"	''	"
The	DT	the
word	NN	word
"	``	"
drag	NN	drag
"	''	"
possibly	RB	possibly
comes	VBZ	come
from	IN	from
a	DT	a
contraction	NN	contraction
of	IN	of
"	``	"
grand	JJ	grand
rag	NN	rag
,	,	,
"	''	"
which	WDT	which
is	VBZ	be
an	DT	an
early	JJ	early
term	NN	term
for	IN	for
a	DT	a
masquerade	NN	masquerade
ball	NN	ball
.	SENT	.
So	RB	so
although	IN	although
people	NNS	people
assigned	VBN	assign
male	JJ	male
at	IN	at
birth	NN	birth
have	VBP	have
dressed	VBN	dress
in	IN	in
feminine	JJ	feminine
clothing	NN	clothing
for	IN	for
all	DT	all
sorts	NNS	sort
of	IN	of
reasons	NNS	reason
throughout	IN	throughout
the	DT	the
centuries	NNS	century
,	,	,
the	DT	the
term	NN	term
"	``	"
drag	NN	drag
queen	NN	queen
"	``	"
began	VBD	begin
with	IN	with
Swann	NP	Swann
,	,	,
who	WP	who
was	VBD	be
the	DT	the
earliest	JJS	early
documented	VBN	document
person	NN	person
to	TO	to
call	VB	call
himself	PP	himself
a	DT	a
queen	NN	queen
of	IN	of
a	DT	a
cross-dressing	NN	cross-dressing
party	NN	party
described	VBN	describe
by	IN	by
its	PP$	its
participants	NNS	participant
as	IN	as
a	DT	a
drag	NN	drag
.	SENT	.
The	DT	the
title	NN	title
queen	NN	queen
signified	VBD	signify
that	IN	that
Swann	NP	Swann
held	VBD	hold
an	DT	an
honored	VBN	honor
place	NN	place
in	IN	in
the	DT	the
community	NN	community
.	SENT	.
But	CC	but
the	DT	the
term	NN	term
"	``	"
queen	NN	queen
"	''	"
is	VBZ	be
even	RB	even
more	RBR	more
important	JJ	important
because	IN	because
it	PP	it
'	POS	'
s	NN	S
one	CD	one
of	IN	of
the	DT	the
earliest	RBS	earliest
positive	JJ	positive
terms	NNS	term
that	IN	that
queer	JJ	queer
people	NNS	people
had	VBD	have
to	TO	to
describe	VB	describe
ourselves	PP	ourselves
.	SENT	.
In	IN	in
the	DT	the
1880s	JJ	<unknown>
,	,	,
positive	JJ	positive
terms	NNS	term
like	IN	like
"	``	"
transgender	NN	transgender
"	''	"
and	CC	and
"	``	"
non-binary	JJ	non-binary
"	''	"
didn	NN	<unknown>
'	POS	'
t	NN	t
exist	VBP	exist
yet	RB	yet
.	SENT	.
"	``	"
Homosexual	NN	homosexual
"	''	"
was	VBD	be
a	DT	a
word	NN	word
only	RB	only
used	VBN	use
by	IN	by
Germans	NPS	Germans
.	SENT	.
And	CC	and
although	IN	although
"	``	"
gay	JJ	gay
,	,	,
"	''	"
"	``	"
lesbian	JJ	lesbian
"	''	"
and	CC	and
"	``	"
bisexual	NN	bisexual
"	''	"
were	VBD	be
English	JJ	English
words	NNS	word
,	,	,
they	PP	they
didn	NNS	<unknown>
'	POS	'
t	NN	t
mean	VB	mean
what	WP	what
they	PP	they
mean	VBP	mean
today	NN	today
and	CC	and
they	PP	they
weren	NN	<unknown>
'	POS	'
t	NN	t
used	VBD	use
to	TO	to
self-identify	VB	self-identify
.	SENT	.
So	RB	so
it	PP	it
can	MD	can
be	VB	be
tempting	JJ	tempting
to	TO	to
apply	VB	apply
modern	JJ	modern
identities	NNS	identity
to	TO	to
people	NNS	people
of	IN	of
a	DT	a
distant	JJ	distant
past	NN	past
.	SENT	.
But	CC	but
if	IN	if
we	PP	we
do	VBP	do
so	RB	so
,	,	,
we	PP	we
often	RB	often
fail	VBP	fail
to	TO	to
consider	VB	consider
and	CC	and
respect	VB	respect
the	DT	the
ways	NNS	way
that	IN	that
they	PP	they
thought	VBD	think
of	IN	of
themselves	PP	themselves
.	SENT	.
Right	RB	right
?	SENT	?
If	IN	if
we	PP	we
fail	VBP	fail
to	TO	to
consider	VB	consider
how	WRB	how
our	PP$	our
ancestors	NNS	ancestor
thought	VBD	think
of	IN	of
themselves	PP	themselves
,	,	,
we	PP	we
risk	VBP	risk
erasing	VBG	erase
a	DT	a
crucial	JJ	crucial
element	NN	element
of	IN	of
our	PP$	our
shared	JJ	shared
history	NN	history
.	SENT	.
Swann	NP	Swann
'	POS	'
s	NN	S
balls	NNS	ball
were	VBD	be
raided	VBN	raid
numerous	JJ	numerous
times	NNS	time
by	IN	by
the	DT	the
DC	NP	DC
police	NN	police
leading	VBG	lead
to	TO	to
jail	VB	jail
time	NN	time
and	CC	and
eventually	RB	eventually
a	DT	a
public	JJ	public
petition	NN	petition
and	CC	and
a	DT	a
bid	NN	bid
for	IN	for
a	DT	a
presidential	JJ	presidential
pardon	NN	pardon
.	SENT	.
That	DT	that
makes	VBZ	make
Swann	NP	Swann
the	DT	the
earliest	RBS	earliest
documented	VBN	document
American	JJ	American
activist	NN	activist
to	TO	to
take	VB	take
legal	JJ	legal
steps	NNS	step
to	TO	to
defend	VB	defend
the	DT	the
queer	JJ	queer
community	NN	community
.	SENT	.
But	CC	but
the	DT	the
authorities	NNS	authority
couldn	NN	<unknown>
'	POS	'
t	NN	t
stop	NN	stop
Swann	NP	Swann
and	CC	and
couldn	NP	<unknown>
'	POS	'
t	NN	t
stop	VB	stop
the	DT	the
balls	NNS	ball
from	IN	from
continuing	VBG	continue
and	CC	and
expanding	VBG	expand
to	TO	to
other	JJ	other
cities	NNS	city
.	SENT	.
Today	NN	today
,	,	,
queer	JJ	queer
drag	NN	drag
is	VBZ	be
mainstream	JJ	mainstream
.	SENT	.
From	IN	from
"	``	"
Paris	NP	Paris
is	VBZ	be
Burning	VBG	burn
"	``	"
to	TO	to
"	``	"
Pose	VB	pose
"	''	"
to	TO	to
"	``	"
RuPaul	NP	<unknown>
'	POS	'
s	NN	S
Drag	NN	drag
Race	NP	Race
"	''	"
and	CC	and
the	DT	the
houses	NNS	house
of	IN	of
21st	JJ	21st
century	NN	century
ballroom	NN	ballroom
culture	NN	culture
,	,	,
which	WDT	which
feature	VBP	feature
queens	NNS	queen
who	WP	who
preside	VBP	preside
over	IN	over
beauty	NN	beauty
and	CC	and
dance	NN	dance
contests	NNS	contest
,	,	,
have	VBP	have
maintained	VBN	maintain
the	DT	the
same	JJ	same
basic	JJ	basic
structure	NN	structure
as	IN	as
Swann	NP	Swann
'	POS	'
s	JJ	<unknown>
19th-century	JJ	19th-century
community	NN	community
.	SENT	.
The	DT	the
history	NN	history
of	IN	of
DC	NP	DC
'	POS	'
s	JJ	<unknown>
Emancipation	NN	emancipation
Day	NN	day
has	VBZ	have
largely	RB	largely
been	VBN	be
forgotten	VBN	forget
,	,	,
but	CC	but
the	DT	the
power	NN	power
to	TO	to
choose	VB	choose
how	WRB	how
we	PP	we
define	VBP	define
ourselves	PP	ourselves
,	,	,
as	IN	as
Swann	NP	Swann
did	VBD	do
,	,	,
is	VBZ	be
more	RBR	more
important	JJ	important
now	RB	now
than	IN	than
ever	RB	ever
.	SENT	.
And	CC	and
as	RB	as
long	RB	long
as	IN	as
the	DT	the
term	NN	term
"	``	"
queen	NN	queen
"	''	"
lives	NNS	life
on	IN	on
,	,	,
anyone	NN	anyone
who	WP	who
participates	VBZ	participate
in	IN	in
or	CC	or
enjoys	VBZ	enjoy
watching	VBG	watch
drag	NN	drag
competitions	NNS	competition
is	VBZ	be
paying	VBG	pay
homage	NN	homage
to	TO	to
a	DT	a
century-and-a-half	JJ	<unknown>
long	JJ	long
celebration	NN	celebration
of	IN	of
African-American	NP	African-American
emancipation	NN	emancipation
.	SENT	.
And	CC	and
William	NP	William
Dorsey	NP	Dorsey
Swann	NP	Swann
is	VBZ	be
just	RB	just
one	CD	one
example	NN	example
.	SENT	.
How	WRB	how
many	JJ	many
other	JJ	other
Black	NP	Black
queer	NN	queer
stories	NNS	story
have	VBP	have
been	VBN	be
erased	VBN	erase
from	IN	from
the	DT	the
historical	JJ	historical
record	NN	record
?	SENT	?
And	CC	and
what	WP	what
could	MD	could
those	DT	those
stories	NNS	story
teach	VBP	teach
us	PP	us
about	IN	about
who	WP	who
we	PP	we
are	VBP	be
?	SENT	?
Thank	VB	thank
you	PP	you
.	SENT	.
