Hi	UH	hi
digital	JJ	digital
means	NNS	mean
were	VBD	be
not	RB	not
accessible	JJ	accessible
for	IN	for
simple	JJ	simple
things	NNS	thing
like	IN	like
opening	VBG	open
an	DT	an
account	NN	account
or	CC	or
even	RB	even
,	,	,
you	PP	you
know	VBP	know
,	,	,
solving	VBG	solve
simple	JJ	simple
issues	NNS	issue
that	IN	that
you	PP	you
may	MD	may
have	VB	have
with	IN	with
your	PP$	your
account	NN	account
or	CC	or
credit	NN	credit
card	NN	card
.	SENT	.
EC	NP	EC
:	:	:
So	RB	so
what	WP	what
did	VBD	do
you	PP	you
do	VBP	do
about	IN	about
it	PP	it
?	SENT	?
CJ	NP	CJ
:	:	:
So	RB	so
when	WRB	when
we	PP	we
first	RB	first
started	VBD	start
talking	VBG	talk
about	IN	about
this	DT	this
--	:	--
and	CC	and
David	NP	David
came	VBD	come
at	IN	at
this	DT	this
opportunity	NN	opportunity
coming	VBG	come
from	IN	from
the	DT	the
investment	NN	investment
side	NN	side
,	,	,
right	RB	right
?	SENT	?
So	RB	so
he	PP	he
worked	VBD	work
for	IN	for
this	DT	this
big	JJ	big
venture	NN	venture
capital	NN	capital
fund	NN	fund
that	WDT	that
was	VBD	be
looking	VBG	look
for	IN	for
opportunities	NNS	opportunity
to	TO	to
back	VB	back
entrepreneurs	NNS	entrepreneur
in	IN	in
Latin	NP	Latin
America	NP	America
.	SENT	.
And	CC	and
he	PP	he
couldn	NN	<unknown>
'	POS	'
t	NN	t
understand	VB	understand
why	WRB	why
there	EX	there
was	VBD	be
just	RB	just
so	RB	so
much	JJ	much
complexity	NN	complexity
,	,	,
so	RB	so
much	JJ	much
money	NN	money
being	VBG	be
made	VBN	make
by	IN	by
the	DT	the
incumbent	JJ	incumbent
banks	NNS	bank
.	SENT	.
And	CC	and
no	DT	no
one	CD	one
was	VBD	be
tackling	VBG	tackle
this	DT	this
opportunity	NN	opportunity
,	,	,
bringing	VBG	bring
in	IN	in
technology	NN	technology
to	TO	to
do	VB	do
things	NNS	thing
differently	RB	differently
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
why	WRB	why
no	DT	no
one	CD	one
did	VBD	do
is	VBZ	be
because	IN	because
,	,	,
like	VB	like
,	,	,
everyone	NN	everyone
thought	VBD	think
that	IN	that
this	DT	this
industry	NN	industry
was	VBD	be
somehow	RB	somehow
sacred	JJ	sacred
,	,	,
you	PP	you
know	VBP	know
,	,	,
that	IN	that
it	PP	it
was	VBD	be
just	RB	just
impossible	JJ	impossible
to	TO	to
compete	VB	compete
with	IN	with
them	PP	them
.	SENT	.
So	RB	so
after	IN	after
we	PP	we
started	VBD	start
working	VBG	work
together	RB	together
,	,	,
him	PP	him
and	CC	and
I	PP	I
,	,	,
we	PP	we
talked	VBD	talk
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
in	IN	in
the	DT	the
market	NN	market
,	,	,
too	RB	too
,	,	,
and	CC	and
we	PP	we
heard	VBD	hear
from	IN	from
everyone	NN	everyone
and	CC	and
their	PP$	their
mothers	NNS	mother
that	IN	that
this	DT	this
was	VBD	be
impossible	JJ	impossible
,	,	,
that	IN	that
there	EX	there
was	VBD	be
no	DT	no
way	NN	way
that	IN	that
we	PP	we
could	MD	could
compete	VB	compete
,	,	,
that	IN	that
they	PP	they
wouldn	NNS	<unknown>
'	POS	'
t	NN	t
let	VBD	let
us	PP	us
,	,	,
that	IN	that
they	PP	they
were	VBD	be
just	RB	just
too	RB	too
powerful	JJ	powerful
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
that	WDT	that
just	RB	just
made	VBD	make
us	PP	us
want	VBP	want
to	TO	to
do	VB	do
it	PP	it
more	JJR	more
.	SENT	.
And	CC	and
the	DT	the
way	NN	way
that	IN	that
we	PP	we
went	VBD	go
about	IN	about
it	PP	it
,	,	,
how	WRB	how
we	PP	we
thought	VBD	think
about	IN	about
this	DT	this
,	,	,
was	VBD	be
we	PP	we
needed	VBN	need
to	TO	to
use	VB	use
technology	NN	technology
in	IN	in
a	DT	a
very	RB	very
different	JJ	different
manner	NN	manner
.	SENT	.
We	PP	we
needed	VBD	need
to	TO	to
,	,	,
first	JJ	first
of	IN	of
all	DT	all
,	,	,
to	TO	to
kick	VB	kick
off	RP	off
the	DT	the
company	NN	company
with	IN	with
,	,	,
sure	RB	sure
,	,	,
a	DT	a
very	RB	very
customer-centric	JJ	customer-centric
mindset	NN	mindset
,	,	,
which	WDT	which
is	VBZ	be
,	,	,
I	PP	I
guess	VBP	guess
,	,	,
more	RBR	more
subjective	JJ	subjective
.	SENT	.
But	CC	but
objectively	RB	objectively
,	,	,
we	PP	we
knew	VBD	know
that	IN	that
we	PP	we
needed	VBD	need
to	TO	to
build	VB	build
a	DT	a
very	RB	very
modern	JJ	modern
,	,	,
like	JJ	like
,	,	,
very	RB	very
agile	JJ	agile
tech	NN	tech
platform	NN	platform
just	RB	just
to	TO	to
support	VB	support
the	DT	the
products	NNS	product
that	IN	that
we	PP	we
would	MD	would
build	VB	build
.	SENT	.
And	CC	and
we	PP	we
also	RB	also
knew	VBD	know
that	IN	that
we	PP	we
needed	VBD	need
to	TO	to
build	VB	build
for	IN	for
data	NNS	datum
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
we	PP	we
needed	VBD	need
to	TO	to
build	VB	build
for	IN	for
automation	NN	automation
.	SENT	.
We	PP	we
needed	VBD	need
,	,	,
from	IN	from
the	DT	the
beginning	NN	beginning
,	,	,
to	TO	to
structure	VB	structure
the	DT	the
way	NN	way
that	IN	that
we	PP	we
would	MD	would
capture	VB	capture
and	CC	and
store	VB	store
data	NNS	datum
and	CC	and
process	NN	process
data	NNS	datum
in	IN	in
a	DT	a
much	RB	much
more	RBR	more
modern	JJ	modern
way	NN	way
so	RB	so
that	IN	that
we	PP	we
could	MD	could
then	RB	then
use	VB	use
that	IN	that
data	NNS	datum
to	TO	to
do	VB	do
better	JJR	good
credit	NN	credit
underwriting	NN	underwriting
,	,	,
to	TO	to
do	VB	do
better	JJR	good
automation	NN	automation
,	,	,
to	TO	to
do	VB	do
better	JJR	good
routing	NN	routing
of	IN	of
customer	NN	customer
inquiries	NNS	inquiry
.	SENT	.
Like	IN	like
,	,	,
everything	NN	everything
that	IN	that
we	PP	we
do	VBP	do
currently	RB	currently
is	VBZ	be
powered	VBN	power
by	IN	by
data	NNS	datum
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
what	WP	what
has	VBZ	have
allowed	VBN	allow
us	PP	us
,	,	,
even	RB	even
as	IN	as
a	DT	a
newcomer	NN	newcomer
,	,	,
without	IN	without
having	VBG	have
decades	NNS	decade
of	IN	of
,	,	,
you	PP	you
know	VBP	know
,	,	,
credit	NN	credit
underwriting	NN	underwriting
history	NN	history
,	,	,
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
even	RB	even
perform	VB	perform
better	JJR	good
credit	NN	credit
underwriting	NN	underwriting
than	IN	than
the	DT	the
incumbent	JJ	incumbent
banks	NNS	bank
do	VBP	do
.	SENT	.
So	RB	so
there	EX	there
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
thinking	NN	thinking
,	,	,
again	RB	again
,	,	,
not	RB	not
just	RB	just
about	IN	about
putting	VBG	put
customers	NNS	customer
first	JJ	first
,	,	,
like	IN	like
from	IN	from
a	DT	a
design	NN	design
standpoint	NN	standpoint
,	,	,
but	CC	but
also	RB	also
deep	JJ	deep
thinking	NN	thinking
into	IN	into
the	DT	the
technology	NN	technology
and	CC	and
data	NN	data
pieces	NNS	piece
.	SENT	.
EC	NP	EC
:	:	:
How	WRB	how
have	VB	have
you	PP	you
disrupted	VBD	disrupt
the	DT	the
banking	NN	banking
industry	NN	industry
so	RB	so
far	RB	far
?	SENT	?
Like	IN	like
,	,	,
what	WP	what
are	VBP	be
the	DT	the
changes	NNS	change
that	WDT	that
you	PP	you
see	VBP	see
even	RB	even
banks	NNS	bank
adopting	VBG	adopt
because	IN	because
you	PP	you
exist	VBP	exist
?	SENT	?
CJ	NP	CJ
:	:	:
So	IN	so
it	PP	it
'	POS	'
s	NNS	<unknown>
funny	JJ	funny
because	IN	because
I	PP	I
was	VBD	be
telling	VBG	tell
you	PP	you
the	DT	the
story	NN	story
about	IN	about
how	WRB	how
it	PP	it
was	VBD	be
,	,	,
what	WP	what
it	PP	it
looked	VBD	look
like	IN	like
when	WRB	when
we	PP	we
first	RB	first
started	VBD	start
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
very	RB	very
different	JJ	different
from	IN	from
what	WP	what
it	PP	it
is	VBZ	be
today	NN	today
.	SENT	.
I	PP	I
guess	VBP	guess
in	IN	in
the	DT	the
beginning	NN	beginning
they	PP	they
were	VBD	be
kind	NN	kind
of	IN	of
like	JJ	like
,	,	,
waiting	VBG	wait
to	TO	to
,	,	,
you	PP	you
know	VBP	know
,	,	,
looking	VBG	look
at	IN	at
us	PP	us
and	CC	and
kind	NN	kind
of	IN	of
waiting	VBG	wait
to	TO	to
see	VB	see
if	IN	if
this	DT	this
was	VBD	be
going	VBG	go
to	TO	to
,	,	,
you	PP	you
know	VBP	know
,	,	,
resist	VBP	resist
after	IN	after
all	DT	all
,	,	,
if	IN	if
we	PP	we
were	VBD	be
going	VBG	go
to	TO	to
stick	VB	stick
around	RP	around
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
they	PP	they
thought	VBD	think
we	PP	we
were	VBD	be
all	DT	all
crazy	JJ	crazy
letting	VBG	let
people	NNS	people
open	VB	open
accounts	NNS	account
and	CC	and
apply	VB	apply
for	IN	for
credit	NN	credit
cards	NNS	card
through	IN	through
a	DT	a
smartphone	NN	smartphone
.	SENT	.
And	CC	and
how	WRB	how
would	MD	would
we	PP	we
do	VB	do
that	DT	that
?	SENT	?
Now	RB	now
,	,	,
like	VB	like
,	,	,
you	PP	you
fast	RB	fast
forward	RB	forward
almost	RB	almost
nine	CD	nine
and	CC	and
a	DT	a
half	JJ	half
years	NNS	year
later	RBR	later
,	,	,
they	PP	they
'	POS	'
re	NN	re
all	RB	all
doing	VBG	do
that	DT	that
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
they	PP	they
'	POS	'
re	NN	re
opening	VBG	open
digital	JJ	digital
accounts	NNS	account
,	,	,
they	PP	they
'	POS	'
re	NN	re
all	RB	all
using	VBG	use
smartphones	NNS	smartphone
for	IN	for
a	DT	a
lot	NN	lot
of	IN	of
what	WP	what
they	PP	they
do	VBP	do
.	SENT	.
So	RB	so
there	EX	there
was	VBD	be
a	DT	a
lot	NN	lot
of	IN	of
catching	VBG	catch
up	RP	up
that	IN	that
they	PP	they
played	VBD	play
and	CC	and
just	RB	just
embracing	VBG	embrace
the	DT	the
digital	JJ	digital
world	NN	world
and	CC	and
people	NNS	people
'	POS	'
s	NN	S
needs	VBZ	need
to	TO	to
--	:	--
Even	RB	even
after	IN	after
the	DT	the
pandemic	NN	pandemic
,	,	,
especially	RB	especially
after	IN	after
the	DT	the
pandemic	NN	pandemic
,	,	,
right	RB	right
?	SENT	?
Because	IN	because
if	IN	if
it	PP	it
was	VBD	be
already	RB	already
,	,	,
like	JJ	like
,	,	,
inconvenient	JJ	inconvenient
to	TO	to
go	VB	go
to	TO	to
a	DT	a
bank	NN	bank
branch	NN	branch
before	IN	before
the	DT	the
pandemic	NN	pandemic
,	,	,
during	IN	during
the	DT	the
pandemic	NN	pandemic
it	PP	it
became	VBD	become
like	IN	like
,	,	,
a	DT	a
health	NN	health
hazard	NN	hazard
,	,	,
you	PP	you
know	VBP	know
,	,	,
for	IN	for
you	PP	you
to	TO	to
get	VB	get
exposed	VBN	expose
,	,	,
for	IN	for
you	PP	you
to	TO	to
leave	VB	leave
your	PP$	your
home	NN	home
and	CC	and
to	TO	to
stand	VB	stand
in	IN	in
a	DT	a
line	NN	line
in	IN	in
that	DT	that
little	JJ	little
space	NN	space
,	,	,
like	VB	like
,	,	,
for	IN	for
hours	NNS	hour
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
So	RB	so
that	DT	that
really	RB	really
sped	VBN	speed
up	RP	up
the	DT	the
process	NN	process
of	IN	of
digitalization	NN	digitalization
for	IN	for
a	DT	a
lot	NN	lot
of	IN	of
companies	NNS	company
,	,	,
including	VBG	include
financial	JJ	financial
services	NNS	service
.	SENT	.
Now	RB	now
,	,	,
of	IN	of
course	NN	course
,	,	,
they	PP	they
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
catch	VB	catch
up	RP	up
,	,	,
but	CC	but
there	EX	there
'	''	'
s	NN	S
something	NN	something
that	WDT	that
is	VBZ	be
very	RB	very
hard	JJ	hard
to	TO	to
copy	VB	copy
,	,	,
right	RB	right
?	SENT	?
And	CC	and
when	WRB	when
you	PP	you
asked	VBD	ask
me	PP	me
,	,	,
like	VB	like
,	,	,
how	WRB	how
did	VBD	do
you	PP	you
disrupt	VB	disrupt
?	SENT	?
Well	RB	well
,	,	,
we	PP	we
taught	VBD	teach
everyone	NN	everyone
to	TO	to
open	VB	open
digital	JJ	digital
accounts	NNS	account
and	CC	and
to	TO	to
service	VB	service
customers	NNS	customer
through	IN	through
apps	NNS	<unknown>
.	SENT	.
And	CC	and
sure	RB	sure
,	,	,
that	IN	that
'	POS	'
s	NN	S
all	RB	all
nice	JJ	nice
.	SENT	.
But	CC	but
the	DT	the
way	NN	way
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
really	RB	really
been	VBN	be
disrupting	VBG	disrupt
companies	NNS	company
is	VBZ	be
through	IN	through
treating	VBG	treat
customers	NNS	customer
well	RB	well
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
the	DT	the
golden	JJ	golden
rule	NN	rule
,	,	,
right	RB	right
?	SENT	?
Like	IN	like
,	,	,
treating	VBG	treat
people	NNS	people
like	IN	like
we	PP	we
want	VBP	want
to	TO	to
be	VB	be
treated	VBN	treat
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
really	RB	really
like	IN	like
a	DT	a
culture	NN	culture
shift	NN	shift
,	,	,
a	DT	a
mindset	NN	mindset
shift	NN	shift
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
a	DT	a
much	RB	much
harder	JJR	hard
one	CD	one
to	TO	to
copy	VB	copy
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
when	WRB	when
you	PP	you
have	VBP	have
80	CD	@card@
,	,	,
90	CD	@card@
,	,	,
100	CD	@card@
,	,	,
1	CD	@card@
,	,	,
000	CD	@card@
employees	NNS	employee
in	IN	in
a	DT	a
company	NN	company
that	WDT	that
is	VBZ	be
,	,	,
like	VB	like
,	,	,
100	CD	@card@
years	NNS	year
old	JJ	old
,	,	,
that	WDT	that
has	VBZ	have
been	VBN	be
doing	VBG	do
things	NNS	thing
like	VBP	like
that	IN	that
for	IN	for
ages	NNS	age
now	RB	now
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
So	RB	so
I	PP	I
think	VBP	think
that	IN	that
'	POS	'
s	NN	S
where	WRB	where
the	DT	the
true	JJ	true
competitive	JJ	competitive
advantage	NN	advantage
lies	VBZ	lie
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
just	JJ	just
culture	NN	culture
,	,	,
you	PP	you
know	VBP	know
,	,	,
it	PP	it
'	POS	'
s	NN	S
how	WRB	how
we	PP	we
think	VBP	think
about	IN	about
things	NNS	thing
.	SENT	.
EC	NP	EC
:	:	:
And	CC	and
how	WRB	how
will	MD	will
other	JJ	other
industries	NNS	industry
benefit	VBP	benefit
from	IN	from
these	DT	these
lessons	NNS	lesson
?	SENT	?
Like	JJ	like
do	VBP	do
you	PP	you
see	VBP	see
.	SENT	.
.	SENT	.
.	SENT	.
other	JJ	other
companies	NNS	company
in	IN	in
other	JJ	other
industries	NNS	industry
being	VBG	be
able	JJ	able
to	TO	to
also	RB	also
take	VB	take
lessons	NNS	lesson
from	IN	from
what	WP	what
you	PP	you
'	''	'
re	IN	re
doing	VBG	do
?	SENT	?
CJ	NP	CJ
:	:	:
It	PP	it
'	POS	'
s	NNS	<unknown>
funny	JJ	funny
because	IN	because
over	IN	over
the	DT	the
years	NNS	year
.	SENT	.
.	SENT	.
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
so	RB	so
funny	JJ	funny
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
started	VBD	start
to	TO	to
see	VB	see
that	IN	that
like	IN	like
,	,	,
you	PP	you
know	VBP	know
,	,	,
some	DT	some
start-ups	NNS	start-up
here	RB	here
,	,	,
they	PP	they
'	POS	'
re	NN	re
like	IN	like
,	,	,
"	``	"
Oh	UH	oh
,	,	,
we	PP	we
want	VBP	want
to	TO	to
be	VB	be
the	DT	the
Nubank	NP	<unknown>
of	IN	of
telecom	NP	Telecom
,	,	,
"	''	"
"	``	"
We	PP	we
want	VBP	want
to	TO	to
be	VB	be
the	DT	the
Nubank	NP	<unknown>
of	IN	of
healthcare	NN	<unknown>
,	,	,
"	''	"
which	WDT	which
is	VBZ	be
amazing	JJ	amazing
,	,	,
right	RB	right
?	SENT	?
Like	IN	like
,	,	,
when	WRB	when
you	PP	you
become	VBP	become
that	DT	that
type	NN	type
of	IN	of
reference	NN	reference
for	IN	for
people	NNS	people
.	SENT	.
I	PP	I
think	VBP	think
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
that	IN	that
they	PP	they
can	MD	can
borrow	VB	borrow
for	IN	for
sure	JJ	sure
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
amazing	JJ	amazing
,	,	,
especially	RB	especially
in	IN	in
Latin	NP	Latin
America	NP	America
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
sure	RB	sure
you	PP	you
you	PP	you
would	MD	would
agree	VB	agree
,	,	,
there	EX	there
'	''	'
s	NN	S
so	IN	so
much	JJ	much
pain	NN	pain
,	,	,
there	EX	there
'	''	'
s	NN	S
so	IN	so
much	JJ	much
consumer	NN	consumer
pain	NN	pain
in	IN	in
all	DT	all
industries	NNS	industry
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
And	CC	and
our	PP$	our
customers	NNS	customer
,	,	,
like	VB	like
,	,	,
they	PP	they
ask	VBP	ask
more	JJR	more
from	IN	from
us	PP	us
.	SENT	.
Like	IN	like
,	,	,
every	DT	every
day	NN	day
I	PP	I
get	VBP	get
messages	NNS	message
,	,	,
like	VB	like
,	,	,
even	RB	even
personally	RB	personally
on	IN	on
my	PP$	my
social	JJ	social
media	NNS	medium
,	,	,
you	PP	you
know	VBP	know
,	,	,
people	NNS	people
are	VBP	be
like	IN	like
,	,	,
"	``	"
When	WRB	when
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
have	VB	have
an	DT	an
airline	NN	airline
?	SENT	?
"	''	"
"	``	"
When	WRB	when
are	VBP	be
you	PP	you
going	VBG	go
to	TO	to
open	VB	open
a	DT	a
utilities	NNS	utility
company	NN	company
?	SENT	?
Because	IN	because
I	PP	I
can	MD	can
'	''	'
t	NN	t
handle	VB	handle
those	DT	those
.	SENT	.
.	SENT	.
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NN	S
like	IN	like
we	PP	we
spoiled	VBD	spoil
customers	NNS	customer
for	IN	for
everyone	NN	everyone
else	RB	else
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
Now	RB	now
this	DT	this
is	VBZ	be
the	DT	the
standard	NN	standard
.	SENT	.
So	RB	so
,	,	,
you	PP	you
know	VBP	know
,	,	,
who	WP	who
knows	VBZ	know
?	SENT	?
Never	RB	never
say	VBP	say
never	RB	never
.	SENT	.
Maybe	RB	maybe
in	IN	in
the	DT	the
future	NN	future
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
explore	VB	explore
some	DT	some
of	IN	of
those	DT	those
possibilities	NNS	possibility
.	SENT	.
But	CC	but
where	WRB	where
there	EX	there
'	''	'
s	NN	S
customer	NN	customer
pain	NN	pain
,	,	,
there	EX	there
'	''	'
s	NN	S
room	NN	room
for	IN	for
a	DT	a
company	NN	company
to	TO	to
come	VB	come
in	RP	in
and	CC	and
put	VB	put
customers	NNS	customer
in	IN	in
the	DT	the
center	NN	center
and	CC	and
work	VB	work
backwards	RB	backwards
from	IN	from
that	IN	that
and	CC	and
use	NN	use
technology	NN	technology
to	TO	to
improve	VB	improve
their	PP$	their
experiences	NNS	experience
.	SENT	.
So	RB	so
I	PP	I
guess	VBP	guess
,	,	,
yeah	RB	yeah
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
industries	NNS	industry
can	MD	can
do	VB	do
that	DT	that
.	SENT	.
EC	NP	EC
:	:	:
So	RB	so
it	PP	it
was	VBD	be
customer	NN	customer
pain	NN	pain
that	WDT	that
fueled	VBD	fuel
your	PP$	your
mission	NN	mission
and	CC	and
your	PP$	your
growth	NN	growth
?	SENT	?
CJ	NP	CJ
:	:	:
Oh	UH	oh
,	,	,
absolutely	RB	absolutely
.	SENT	.
That	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
seek	VBP	seek
.	SENT	.
That	IN	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
pursue	VBP	pursue
,	,	,
customer	NN	customer
pain	NN	pain
,	,	,
you	PP	you
know	VBP	know
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
of	IN	of
--	:	--
And	CC	and
even	RB	even
internally	RB	internally
,	,	,
when	WRB	when
we	PP	we
think	VBP	think
about	RB	about
how	WRB	how
to	TO	to
prioritize	VB	<unknown>
initiatives	NNS	initiative
or	CC	or
features	NNS	feature
or	CC	or
products	NNS	product
,	,	,
right	RB	right
,	,	,
because	IN	because
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
lot	NN	lot
to	TO	to
build	VB	build
still	RB	still
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
we	PP	we
'	POS	'
re	NN	re
very	RB	very
early	RB	early
in	IN	in
the	DT	the
game	NN	game
.	SENT	.
But	CC	but
one	CD	one
of	IN	of
the	DT	the
main	JJ	main
criteria	NNS	criterion
that	IN	that
we	PP	we
use	VBP	use
,	,	,
not	RB	not
just	JJ	just
oh	UH	oh
,	,	,
how	WRB	how
profitable	JJ	profitable
you	PP	you
can	MD	can
be	VB	be
or	CC	or
the	DT	the
size	NN	size
of	IN	of
the	DT	the
